11, 5, 0, 0, 
9, 11, 12, 6, 5, 
1, 20.0, 100.0, 2.0, 
455.0, 49.0, 0, 1, 
227.0, 89.0, 0, 0, 
150.0, 271.0, 1, 0, 
254.0, 510.0, 0, 0, 
388.0, 646.0, 1, 0, 
509.0, 516.0, 0, 0, 
684.0, 616.0, 0, 1, 
583.0, 386.0, 0, 0, 
765.0, 331.0, 1, 0, 
698.0, 133.0, 1, 0, 
518.0, 125.0, 0, 0, 
429.0, 86.0, 0, 
342.0, 105.0, 0, 
303.0, 169.0, 0, 
385.0, 231.0, 0, 
466.0, 214.0, 0, 
390.0, 194.0, 0, 
378.0, 153.0, 1, 
424.0, 156.0, 0, 
453.0, 121.0, 0, 
245.0, 106.0, 0, 
190.0, 239.0, 0, 
207.0, 323.0, 0, 
289.0, 314.0, 0, 
342.0, 252.0, 0, 
228.0, 289.0, 1, 
297.0, 240.0, 0, 
229.0, 210.0, 1, 
309.0, 212.0, 0, 
256.0, 161.0, 1, 
298.0, 135.0, 0, 
682.0, 234.0, 0, 
626.0, 169.0, 0, 
534.0, 177.0, 0, 
453.0, 256.0, 1, 
360.0, 275.0, 0, 
348.0, 329.0, 0, 
446.0, 362.0, 0, 
431.0, 306.0, 1, 
549.0, 389.0, 0, 
552.0, 259.0, 1, 
640.0, 334.0, 0, 
720.0, 297.0, 0, 
328.0, 350.0, 0, 
241.0, 348.0, 0, 
283.0, 531.0, 0, 
339.0, 540.0, 0, 
376.0, 435.0, 0, 
306.0, 411.0, 1, 
605.0, 524.0, 0, 
491.0, 377.0, 0, 
409.0, 417.0, 0, 
392.0, 532.0, 0, 
503.0, 476.0, 1, 
